,yearstart,yearend,locationabbr,topic,question,datavaluetype,datavalue,stratificationcategory1,stratification1
1170361,4.0,3.0,54.0,4.0,82.0,7.0,59.2,1.0,9.0
1021110,6.0,5.0,40.0,1.0,13.0,7.0,50.4,2.0,5.0
50144,4.0,7.0,10.0,3.0,89.0,4.0,19.4,0.0,6.0
372315,5.0,4.0,4.0,4.0,108.0,12.0,7848.0,0.0,4.0
403332,9.0,8.0,32.0,4.0,65.0,3.0,10.89,0.0,4.0
105638,7.0,10.0,3.0,3.0,88.0,4.0,,0.0,6.0
304308,8.0,7.0,0.0,4.0,112.0,3.0,317.9,2.0,0.0
740429,7.0,6.0,17.0,4.0,63.0,2.0,32.7,2.0,5.0
299832,3.0,2.0,35.0,6.0,67.0,12.0,85080.0,0.0,4.0
1158920,6.0,5.0,53.0,0.0,20.0,10.0,,2.0,8.0
157989,2.0,5.0,51.0,3.0,27.0,5.0,2.0,2.0,10.0
906996,8.0,7.0,32.0,0.0,22.0,7.0,,2.0,7.0
901028,3.0,2.0,30.0,1.0,13.0,7.0,54.5,2.0,5.0
454932,5.0,4.0,13.0,8.0,47.0,7.0,,2.0,2.0
833753,6.0,5.0,24.0,16.0,135.0,7.0,,2.0,7.0
842742,4.0,3.0,26.0,6.0,134.0,2.0,61.4,0.0,6.0
20187,6.0,5.0,0.0,2.0,74.0,8.0,,1.0,9.0
206282,1.0,4.0,47.0,3.0,106.0,6.0,84.0,1.0,9.0
476874,2.0,1.0,20.0,12.0,71.0,12.0,,2.0,0.0
379793,8.0,7.0,34.0,4.0,70.0,12.0,3114.0,2.0,10.0
923474,10.0,9.0,32.0,4.0,136.0,7.0,,2.0,5.0
930976,8.0,7.0,33.0,14.0,52.0,2.0,14.6,2.0,10.0
488735,9.0,8.0,3.0,14.0,143.0,3.0,449.2,2.0,5.0
463232,7.0,6.0,38.0,11.0,121.0,7.0,,2.0,10.0
420664,8.0,7.0,10.0,7.0,115.0,12.0,49.0,2.0,10.0
344918,4.0,3.0,32.0,4.0,109.0,3.0,143.0,0.0,6.0
845350,3.0,2.0,25.0,7.0,138.0,2.0,,2.0,3.0
637280,12.0,11.0,9.0,3.0,54.0,7.0,77.7,2.0,10.0
224765,2.0,1.0,37.0,5.0,116.0,8.0,77.4,2.0,0.0
25052,13.0,12.0,32.0,1.0,1.0,2.0,16.2,2.0,10.0
418715,10.0,9.0,20.0,7.0,107.0,3.0,74.5,2.0,3.0
1116505,7.0,6.0,48.0,7.0,58.0,7.0,75.1,1.0,9.0
549809,8.0,7.0,1.0,6.0,149.0,7.0,,2.0,7.0
462319,10.0,9.0,16.0,11.0,145.0,16.0,No,1.0,9.0
1005551,7.0,6.0,39.0,6.0,154.0,2.0,,2.0,5.0
1152387,13.0,12.0,52.0,0.0,19.0,1.0,4.2,1.0,9.0
874099,6.0,5.0,27.0,13.0,178.0,2.0,35.1,2.0,10.0
1064654,11.0,10.0,45.0,0.0,62.0,7.0,,2.0,7.0
687815,3.0,2.0,12.0,14.0,170.0,10.0,,2.0,7.0
1137225,4.0,3.0,50.0,14.0,168.0,10.0,,2.0,3.0
931830,3.0,2.0,33.0,9.0,80.0,2.0,37.5,0.0,6.0
809652,12.0,11.0,22.0,2.0,132.0,2.0,,2.0,3.0
923044,5.0,4.0,32.0,4.0,131.0,2.0,20.7,0.0,6.0
616052,5.0,4.0,6.0,11.0,123.0,2.0,66.8,2.0,3.0
782277,6.0,5.0,20.0,6.0,148.0,7.0,61.0,2.0,10.0
748922,13.0,12.0,18.0,0.0,61.0,7.0,,2.0,8.0
46046,7.0,6.0,13.0,2.0,74.0,8.0,4.18,0.0,6.0
577957,3.0,2.0,3.0,6.0,81.0,2.0,,2.0,3.0
871869,9.0,8.0,28.0,2.0,132.0,2.0,,2.0,8.0
1116441,11.0,10.0,48.0,11.0,120.0,7.0,31.9,1.0,9.0
178721,2.0,5.0,8.0,3.0,29.0,4.0,53.3,2.0,10.0
713935,3.0,2.0,14.0,4.0,182.0,2.0,52.8,1.0,9.0
173821,4.0,7.0,44.0,3.0,28.0,5.0,10.9,2.0,5.0
176420,7.0,10.0,44.0,3.0,28.0,5.0,102.3,0.0,6.0
901039,4.0,3.0,30.0,14.0,52.0,7.0,24.0,2.0,5.0
513156,12.0,11.0,17.0,15.0,140.0,7.0,83.2,2.0,5.0
434663,9.0,8.0,13.0,7.0,73.0,12.0,54460.0,2.0,10.0
909646,11.0,10.0,31.0,7.0,138.0,2.0,77.0,0.0,6.0
44131,10.0,9.0,37.0,2.0,74.0,8.0,,2.0,10.0
627050,8.0,7.0,7.0,14.0,39.0,7.0,94.9,1.0,9.0
64964,1.0,4.0,3.0,3.0,90.0,4.0,1.0,2.0,1.0
571784,7.0,6.0,3.0,4.0,77.0,2.0,26.1,2.0,10.0
974430,6.0,5.0,36.0,7.0,46.0,2.0,,2.0,7.0
380959,2.0,1.0,5.0,4.0,70.0,8.0,12.96,2.0,10.0
915164,12.0,11.0,31.0,13.0,5.0,2.0,,2.0,8.0
691265,9.0,8.0,13.0,16.0,130.0,7.0,23.7,0.0,6.0
74777,0.0,3.0,23.0,3.0,90.0,5.0,167.6,0.0,6.0
1118385,5.0,4.0,49.0,7.0,84.0,2.0,,2.0,7.0
826056,13.0,12.0,25.0,1.0,13.0,2.0,,2.0,8.0
624635,4.0,3.0,8.0,13.0,185.0,7.0,73.1,0.0,4.0
419982,11.0,10.0,28.0,7.0,115.0,3.0,2.5,2.0,3.0
1077951,4.0,3.0,47.0,1.0,11.0,2.0,25.1,0.0,6.0
1180968,8.0,7.0,54.0,16.0,130.0,7.0,19.4,0.0,6.0
5495,9.0,8.0,1.0,0.0,23.0,7.0,,2.0,5.0
1030060,12.0,11.0,41.0,14.0,40.0,2.0,21.8,2.0,5.0
535635,5.0,4.0,0.0,1.0,11.0,2.0,,2.0,5.0
191309,2.0,5.0,38.0,3.0,29.0,4.0,44.2,1.0,9.0
1005582,13.0,12.0,39.0,7.0,155.0,7.0,26.9,0.0,4.0
872743,3.0,2.0,28.0,4.0,82.0,7.0,,2.0,7.0
584940,10.0,9.0,5.0,3.0,54.0,7.0,72.7,2.0,3.0
456201,9.0,8.0,51.0,7.0,73.0,8.0,163.39,2.0,10.0
1046278,12.0,11.0,42.0,7.0,138.0,2.0,72.0,2.0,3.0
303025,9.0,8.0,6.0,6.0,50.0,8.0,,2.0,1.0
384298,3.0,2.0,14.0,4.0,70.0,8.0,9.53,0.0,4.0
454714,9.0,8.0,52.0,11.0,127.0,7.0,34.5,0.0,4.0
1111880,13.0,12.0,49.0,2.0,83.0,7.0,,2.0,7.0
591810,10.0,9.0,4.0,4.0,82.0,2.0,,2.0,3.0
106915,0.0,3.0,1.0,3.0,88.0,6.0,22.0,2.0,5.0
767134,13.0,12.0,19.0,2.0,78.0,2.0,33.5,0.0,6.0
801154,9.0,8.0,22.0,16.0,37.0,7.0,17.7,1.0,9.0
1052392,11.0,10.0,43.0,5.0,150.0,2.0,,2.0,3.0
620931,9.0,8.0,7.0,4.0,63.0,7.0,25.0,0.0,4.0
505428,11.0,10.0,23.0,15.0,140.0,7.0,,2.0,7.0
43340,8.0,7.0,54.0,2.0,74.0,3.0,,2.0,0.0
763405,10.0,9.0,19.0,13.0,178.0,2.0,,2.0,7.0
671028,12.0,11.0,11.0,16.0,130.0,2.0,10.7,2.0,8.0
1131721,11.0,10.0,51.0,1.0,10.0,2.0,25.9,0.0,4.0
131716,0.0,3.0,12.0,3.0,27.0,4.0,,2.0,0.0
309107,6.0,5.0,18.0,6.0,49.0,3.0,971.74,2.0,5.0
849627,7.0,6.0,26.0,2.0,137.0,7.0,85.1,2.0,10.0
187268,1.0,4.0,18.0,3.0,91.0,4.0,,2.0,1.0
219798,9.0,8.0,12.0,5.0,76.0,0.0,173.2,1.0,9.0
552366,12.0,11.0,1.0,3.0,54.0,7.0,78.8,0.0,4.0
821829,10.0,9.0,24.0,2.0,132.0,7.0,,2.0,3.0
707985,13.0,12.0,15.0,4.0,63.0,7.0,31.3,2.0,3.0
408465,4.0,3.0,20.0,7.0,107.0,12.0,138.0,2.0,5.0
439742,7.0,6.0,40.0,7.0,9.0,8.0,,2.0,1.0
1061257,9.0,8.0,43.0,14.0,170.0,10.0,3.4,0.0,6.0
717653,3.0,2.0,15.0,16.0,43.0,2.0,,2.0,8.0
1066375,11.0,10.0,44.0,6.0,152.0,2.0,,2.0,7.0
154811,5.0,8.0,1.0,3.0,24.0,5.0,11.8,2.0,5.0
837365,12.0,11.0,25.0,9.0,80.0,7.0,43.2,2.0,8.0
630864,4.0,3.0,8.0,1.0,51.0,2.0,27.3,2.0,10.0
525738,13.0,12.0,30.0,16.0,181.0,16.0,Yes,1.0,9.0
921095,3.0,2.0,32.0,14.0,176.0,7.0,,2.0,7.0
934994,3.0,2.0,34.0,1.0,177.0,7.0,28.5,0.0,6.0
883636,8.0,7.0,29.0,2.0,132.0,7.0,41.8,2.0,10.0
680812,11.0,10.0,12.0,7.0,84.0,7.0,64.3,2.0,8.0
534577,13.0,12.0,1.0,11.0,59.0,2.0,26.5,1.0,9.0
1053673,10.0,9.0,43.0,14.0,170.0,1.0,,2.0,5.0
459012,3.0,2.0,19.0,11.0,94.0,14.0,0.0,1.0,9.0
395562,8.0,7.0,26.0,4.0,65.0,3.0,8.84,2.0,5.0
1160984,7.0,6.0,53.0,11.0,123.0,2.0,76.9,0.0,6.0
692525,10.0,9.0,13.0,16.0,135.0,2.0,,2.0,3.0
729366,3.0,2.0,16.0,4.0,136.0,7.0,,2.0,3.0
476610,8.0,7.0,21.0,12.0,71.0,8.0,4.06,0.0,6.0
829994,8.0,7.0,24.0,14.0,52.0,2.0,27.7,2.0,5.0
343482,3.0,2.0,42.0,4.0,110.0,12.0,22.0,2.0,0.0
1165221,6.0,5.0,53.0,1.0,13.0,7.0,,2.0,7.0
360775,7.0,6.0,13.0,4.0,111.0,3.0,116.7,0.0,6.0
282461,11.0,10.0,21.0,6.0,67.0,8.0,14.58,2.0,5.0
48457,5.0,8.0,45.0,3.0,89.0,6.0,839.0,0.0,4.0
732213,9.0,8.0,17.0,0.0,20.0,10.0,7.6,1.0,9.0
1047126,7.0,6.0,42.0,4.0,82.0,2.0,67.3,1.0,9.0
574478,9.0,8.0,3.0,11.0,125.0,7.0,45.1,2.0,10.0
182448,7.0,10.0,27.0,3.0,28.0,6.0,,2.0,1.0
35817,9.0,8.0,24.0,2.0,74.0,8.0,1.82,2.0,10.0
922069,5.0,4.0,32.0,16.0,135.0,2.0,,2.0,8.0
643458,10.0,9.0,9.0,7.0,133.0,7.0,,2.0,7.0
104551,3.0,6.0,18.0,3.0,88.0,5.0,,0.0,6.0
248885,3.0,2.0,43.0,6.0,114.0,3.0,201.0,0.0,4.0
204095,3.0,2.0,2.0,5.0,116.0,8.0,117.3,2.0,3.0
607348,9.0,8.0,6.0,7.0,45.0,7.0,5.7,1.0,9.0
518950,6.0,5.0,20.0,15.0,55.0,7.0,40.4,2.0,1.0
988446,6.0,5.0,38.0,7.0,186.0,7.0,,2.0,3.0
503046,8.0,7.0,30.0,13.0,160.0,7.0,28.8,2.0,7.0
192494,0.0,3.0,42.0,3.0,29.0,6.0,7.0,2.0,0.0
14017,5.0,4.0,25.0,0.0,33.0,12.0,517,2.0,10.0
327233,3.0,2.0,47.0,4.0,112.0,8.0,142.9,0.0,6.0
814591,7.0,6.0,23.0,6.0,148.0,2.0,41.6,2.0,3.0
325649,11.0,10.0,15.0,4.0,110.0,8.0,68.4,2.0,1.0
687216,5.0,4.0,13.0,1.0,10.0,2.0,24.5,0.0,4.0
1180337,10.0,9.0,53.0,14.0,52.0,2.0,24.4,0.0,6.0
269472,11.0,10.0,23.0,6.0,69.0,8.0,10.97,0.0,6.0
806992,7.0,6.0,22.0,14.0,168.0,1.0,3.0,0.0,4.0
826594,5.0,4.0,24.0,7.0,2.0,7.0,72.8,0.0,4.0
515756,9.0,8.0,21.0,14.0,143.0,8.0,592.4,2.0,10.0
138748,1.0,4.0,47.0,3.0,87.0,6.0,,0.0,6.0
670571,10.0,9.0,11.0,5.0,150.0,7.0,4.1,1.0,9.0
404970,12.0,11.0,1.0,7.0,107.0,8.0,29.2,2.0,1.0
707941,5.0,4.0,15.0,3.0,126.0,7.0,,2.0,5.0
215357,6.0,9.0,27.0,3.0,106.0,4.0,,2.0,1.0
939315,9.0,8.0,34.0,0.0,61.0,2.0,8.3,2.0,10.0
23771,11.0,10.0,36.0,0.0,7.0,15.0,0.32,1.0,9.0
1065424,12.0,11.0,44.0,2.0,36.0,2.0,6.6,0.0,6.0
702947,9.0,8.0,13.0,7.0,79.0,7.0,56.2,1.0,9.0
405071,11.0,10.0,0.0,7.0,107.0,3.0,39.6,2.0,10.0
1170723,5.0,4.0,54.0,6.0,152.0,7.0,18.7,2.0,8.0
298887,6.0,5.0,34.0,6.0,67.0,3.0,45.64,2.0,1.0
606190,7.0,6.0,6.0,7.0,156.0,2.0,9.4,0.0,6.0
1082348,5.0,4.0,45.0,7.0,157.0,7.0,77.0,0.0,4.0
393976,6.0,5.0,18.0,4.0,65.0,8.0,23.7,2.0,0.0
690899,13.0,12.0,14.0,14.0,40.0,2.0,8.1,0.0,4.0
1066235,5.0,4.0,45.0,6.0,153.0,2.0,25.5,2.0,5.0
51041,2.0,5.0,31.0,3.0,89.0,6.0,,2.0,3.0
911265,7.0,6.0,32.0,0.0,22.0,7.0,22.4,2.0,10.0
901004,12.0,11.0,30.0,0.0,61.0,2.0,,2.0,8.0
742821,3.0,2.0,17.0,4.0,17.0,2.0,27.8,0.0,4.0
272077,12.0,11.0,34.0,6.0,69.0,12.0,,2.0,0.0
602562,10.0,9.0,6.0,7.0,84.0,7.0,62.3,0.0,6.0
500965,7.0,6.0,38.0,13.0,160.0,7.0,62.5,2.0,7.0
586457,13.0,12.0,5.0,6.0,152.0,2.0,6.3,0.0,6.0
1137722,7.0,6.0,51.0,4.0,82.0,7.0,62.6,1.0,9.0
894570,9.0,8.0,30.0,7.0,155.0,7.0,38.5,0.0,4.0
827174,6.0,5.0,24.0,16.0,130.0,2.0,36.1,2.0,3.0
350961,10.0,9.0,32.0,4.0,111.0,8.0,25.3,2.0,1.0
250692,9.0,8.0,25.0,6.0,114.0,8.0,252.3,0.0,4.0
1025007,3.0,2.0,41.0,16.0,130.0,7.0,23.3,1.0,9.0
218714,5.0,4.0,12.0,6.0,113.0,3.0,39.3,1.0,9.0
699410,12.0,11.0,13.0,6.0,151.0,2.0,,2.0,3.0
1176699,13.0,12.0,54.0,14.0,52.0,2.0,17.7,2.0,5.0
251521,11.0,10.0,21.0,6.0,114.0,12.0,,2.0,0.0
359913,12.0,11.0,8.0,4.0,111.0,12.0,,2.0,1.0
663101,6.0,5.0,10.0,14.0,159.0,7.0,58.1,0.0,4.0
27476,8.0,7.0,39.0,0.0,33.0,3.0,8.7,1.0,9.0
1145720,6.0,5.0,52.0,7.0,138.0,7.0,,2.0,7.0
789954,4.0,3.0,21.0,9.0,80.0,7.0,29.6,2.0,7.0
467444,11.0,10.0,22.0,11.0,35.0,7.0,39.4,2.0,3.0
601920,5.0,4.0,6.0,2.0,78.0,7.0,,2.0,8.0
1149490,5.0,4.0,52.0,0.0,19.0,1.0,4.8,2.0,8.0
323379,2.0,1.0,52.0,4.0,112.0,8.0,289.8,2.0,10.0
791177,12.0,11.0,21.0,3.0,54.0,7.0,75.7,2.0,10.0
42472,10.0,9.0,22.0,2.0,14.0,3.0,,0.0,6.0
370210,3.0,2.0,1.0,4.0,108.0,12.0,1080.0,0.0,6.0
392415,6.0,5.0,22.0,4.0,72.0,12.0,,2.0,10.0
95334,7.0,10.0,7.0,3.0,85.0,6.0,1732.0,2.0,3.0
355345,3.0,2.0,25.0,4.0,111.0,12.0,3506.0,0.0,4.0
167668,2.0,5.0,47.0,3.0,25.0,6.0,7.0,2.0,1.0
582465,8.0,7.0,4.0,6.0,154.0,2.0,,2.0,5.0
816177,6.0,5.0,24.0,0.0,19.0,1.0,7.1,2.0,5.0
239952,9.0,8.0,35.0,6.0,113.0,12.0,539.0,2.0,3.0
570770,4.0,3.0,4.0,6.0,148.0,2.0,,2.0,7.0
617158,6.0,5.0,7.0,6.0,154.0,2.0,,2.0,8.0
356555,7.0,6.0,43.0,4.0,109.0,3.0,105.9,2.0,10.0
1135325,9.0,8.0,51.0,6.0,81.0,2.0,,2.0,5.0
959668,7.0,6.0,36.0,7.0,138.0,2.0,74.7,2.0,3.0
78229,4.0,7.0,38.0,3.0,31.0,4.0,,0.0,4.0
320927,10.0,9.0,42.0,4.0,112.0,3.0,119.6,2.0,1.0
172122,0.0,3.0,28.0,3.0,25.0,6.0,8.0,2.0,1.0
222699,9.0,8.0,36.0,5.0,76.0,12.0,2287.0,1.0,9.0
533527,13.0,12.0,0.0,11.0,59.0,2.0,34.1,0.0,4.0
168288,0.0,3.0,54.0,3.0,24.0,6.0,5.0,2.0,0.0
1107832,3.0,2.0,49.0,0.0,61.0,2.0,,0.0,4.0
115930,4.0,7.0,31.0,3.0,86.0,4.0,83.6,2.0,1.0
103960,2.0,5.0,43.0,3.0,86.0,4.0,139.8,0.0,4.0
34255,12.0,11.0,34.0,2.0,14.0,8.0,14.9,2.0,10.0
565988,4.0,3.0,2.0,7.0,56.0,2.0,57.6,1.0,9.0
229216,5.0,4.0,42.0,5.0,116.0,8.0,95.5,2.0,3.0
922355,8.0,7.0,32.0,6.0,152.0,2.0,8.6,1.0,9.0
124512,7.0,10.0,33.0,3.0,26.0,5.0,26.2,1.0,9.0
842557,6.0,5.0,25.0,11.0,120.0,7.0,19.1,2.0,8.0
541559,4.0,3.0,0.0,0.0,22.0,7.0,18.0,2.0,10.0
1129879,10.0,9.0,50.0,7.0,2.0,2.0,,0.0,4.0
36351,12.0,11.0,28.0,2.0,14.0,8.0,9.1,2.0,10.0
295371,3.0,2.0,46.0,6.0,67.0,12.0,225316.0,2.0,3.0
951289,5.0,4.0,34.0,11.0,104.0,7.0,50.6,2.0,5.0
648814,4.0,3.0,9.0,7.0,138.0,2.0,76.4,0.0,4.0
534307,4.0,3.0,0.0,1.0,10.0,7.0,22.5,1.0,9.0
642171,7.0,6.0,9.0,1.0,10.0,7.0,30.1,0.0,4.0
1051968,8.0,7.0,43.0,13.0,185.0,7.0,52.9,2.0,7.0
337210,6.0,5.0,35.0,4.0,110.0,8.0,216.2,0.0,4.0
780319,8.0,7.0,20.0,0.0,20.0,10.0,,2.0,7.0
450300,9.0,8.0,2.0,11.0,102.0,7.0,,2.0,0.0
1123903,4.0,3.0,49.0,13.0,178.0,2.0,,1.0,9.0
511389,10.0,9.0,39.0,14.0,143.0,3.0,927.3,2.0,3.0
641948,3.0,2.0,9.0,14.0,39.0,7.0,,2.0,7.0
531555,13.0,12.0,0.0,4.0,77.0,2.0,,2.0,8.0
601045,10.0,9.0,6.0,7.0,46.0,2.0,,2.0,5.0
625053,10.0,9.0,8.0,1.0,12.0,7.0,,2.0,8.0
163147,4.0,7.0,45.0,3.0,24.0,6.0,9945.0,1.0,9.0
1022059,11.0,10.0,40.0,4.0,131.0,2.0,,2.0,3.0
261586,2.0,1.0,35.0,6.0,66.0,12.0,104012.0,0.0,6.0
737389,11.0,10.0,17.0,7.0,138.0,2.0,,2.0,5.0
597422,4.0,3.0,6.0,0.0,20.0,1.0,9.2,2.0,5.0
676676,7.0,6.0,13.0,2.0,15.0,7.0,,2.0,7.0
1157434,11.0,10.0,53.0,7.0,157.0,7.0,,2.0,5.0
665989,3.0,2.0,11.0,14.0,176.0,7.0,,2.0,5.0
866360,13.0,12.0,28.0,11.0,100.0,11.0,1.6,0.0,6.0
956019,4.0,3.0,35.0,2.0,15.0,7.0,,2.0,8.0
35531,11.0,10.0,29.0,2.0,14.0,3.0,,2.0,3.0
739239,7.0,6.0,17.0,1.0,10.0,2.0,39.8,2.0,7.0
721865,4.0,3.0,15.0,12.0,163.0,2.0,,2.0,8.0
940159,5.0,4.0,33.0,4.0,82.0,7.0,,2.0,7.0
512271,9.0,8.0,36.0,15.0,140.0,7.0,,1.0,9.0
144963,7.0,10.0,33.0,3.0,24.0,6.0,441.0,0.0,6.0
1135905,4.0,3.0,51.0,2.0,15.0,7.0,11.7,1.0,9.0
187663,0.0,3.0,14.0,3.0,91.0,5.0,28.7,2.0,10.0
688476,10.0,9.0,12.0,13.0,118.0,7.0,64.7,1.0,9.0
38086,5.0,4.0,26.0,2.0,14.0,12.0,36.0,2.0,3.0
961018,6.0,5.0,35.0,7.0,133.0,2.0,,2.0,3.0
779405,12.0,11.0,20.0,6.0,151.0,7.0,,2.0,5.0
904606,10.0,9.0,31.0,11.0,123.0,7.0,58.0,0.0,4.0
775887,3.0,2.0,20.0,1.0,0.0,2.0,43.9,2.0,7.0
1178243,11.0,10.0,54.0,14.0,52.0,7.0,35.6,2.0,8.0
95406,2.0,5.0,29.0,3.0,85.0,4.0,441.2,2.0,10.0
997465,7.0,6.0,39.0,10.0,16.0,7.0,17.5,1.0,9.0
928735,12.0,11.0,32.0,3.0,54.0,2.0,69.0,0.0,6.0
1036477,9.0,8.0,41.0,2.0,83.0,2.0,66.1,0.0,4.0
443172,2.0,1.0,13.0,7.0,73.0,3.0,418.26,2.0,3.0
995621,7.0,6.0,38.0,3.0,54.0,2.0,,1.0,9.0
86666,5.0,8.0,10.0,3.0,31.0,6.0,838.0,0.0,6.0
1111270,8.0,7.0,48.0,7.0,133.0,2.0,58.9,0.0,4.0
267718,4.0,3.0,20.0,6.0,69.0,8.0,12.57,2.0,3.0
1131699,13.0,12.0,51.0,1.0,129.0,2.0,20.2,1.0,9.0
621345,10.0,9.0,6.0,11.0,117.0,2.0,19.7,0.0,6.0
